,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115476324|,0.000683843,0.000852092,0.000783104,0.000899979,0.000741137,0.000634051,0.000707227,0.000657213,0.000869846,0.000566816,0.00044958,0.000551171,0.000526792,0.000544358,0.000802038
gi|115476474|,0.000663129,0.000682803,0.000790015,0.000736845,0.000662728,0.000849409,0.000640672,0.000655311,0.000495455,0.000921096,0.000637818,0.000435786,0.000546238,0.000675407,0.00066767
gi|115476508|,0.000601502,0.000564205,0.000729188,0.000708248,0.000857299,0.000559634,0.000564537,0.000642205,0.00051188,0.00084159,0.000697674,0.000535198,0.000659729,0.000866432,0.000625178
gi|115476520|,0.000544829,0.000783025,0.000743972,0.000692877,0.000573726,0.00060295,0.000856972,0.000675439,0.000452573,0.000576218,0.000587283,0.000631065,0.000664212,0.000803535,0.000568605
gi|115476562|,0.000749911,0.000501917,0.000672353,0.0007196,0.000555286,0.00067094,0.000443113,0.000935534,0.000624269,0.000559244,0.000648116,0.000488455,0.000581542,0.000894101,0.000746836
gi|115476564|,0.000669384,0.000736537,0.000742502,0.000701248,0.000517031,0.000458519,0.000714012,0.000825023,0.000591576,0.000674195,0.000687908,0.000545039,0.000688575,0.000574005,0.000695133
gi|115476576|,0.000792328,0.000775966,0.000588812,0.000629457,0.000787566,0.000496679,0.000398098,0.000635812,0.000846495,0.000511021,0.000495409,0.000659989,0.000611358,0.000539418,0.000697004
gi|115476610|,0.000693164,0.000730301,0.00074203,0.000714408,0.000619291,0.000519069,0.000394103,0.000441366,0.000565029,0.000710465,0.000621347,0.000930066,0.000788318,0.00043579,0.00058927
gi|115476618|,0.000689783,0.000690021,0.000531173,0.000695656,0.000825353,0.000617956,0.000548941,0.000596343,0.000606127,0.000719674,0.000536302,0.000699192,0.000653756,0.000686901,0.000781318
gi|115476666|,0.000696715,0.000643901,0.000755414,0.000549094,0.000633753,0.000706319,0.000674812,0.000535605,0.000680107,0.000647015,0.000486081,0.000412722,0.000534091,0.000989129,0.000730022
gi|115476760|,0.000595536,0.000818289,0.000593744,0.000587172,0.000583866,0.000387727,0.000638815,0.00065571,0.000970152,0.000583669,0.000730329,0.000604902,0.00061749,0.000576994,0.000649106
gi|115476868|,0.000711075,0.000618442,0.000688876,0.000514907,0.000595461,0.000471447,0.000570139,0.000384637,0.000475373,0.000600563,0.000432955,0.000684784,0.000554508,0.000769768,0.000856784
gi|115476880|,0.000671558,0.00079327,0.000717926,0.000784285,0.000491096,0.000461244,0.000387319,0.000532541,0.000698181,0.000762636,0.000679448,0.000558382,0.000577728,0.000623325,0.000630373
gi|115476908|,0.000650906,0.000655585,0.000538966,0.000626281,0.000627477,0.000818832,0.000666505,0.000667606,0.0005893,0.000695978,0.000600589,0.000999367,0.000408781,0.000704605,0.000525978
gi|115476928|,0.00079203,0.000703239,0.000860798,0.000791941,0.000601741,0.000709338,0.000697965,0.000661009,0.000551526,0.000749318,0.000967443,0.000821579,0.000838529,0.000982537,0.000599193
gi|115476990|,0.000924988,0.000603285,0.000600506,0.000546431,0.000746605,0.000604279,0.000683903,0.000640447,0.000690794,0.000550486,0.00069864,0.000518796,0.000701377,0.00052895,0.00085816
gi|115477014|,0.000478162,0.000490244,0.000618788,0.000755198,0.000943328,0.00056128,0.000619912,0.000622897,0.000572537,0.000806996,0.000437148,0.00063042,0.000737153,0.000700776,0.000445474
gi|115477094|,0.000739586,0.000618869,0.000630681,0.00066486,0.000518022,0.000850053,0.000544898,0.000937678,0.000607635,0.000772058,0.000654921,0.000548957,0.00068393,0.000705413,0.000885691
gi|115477126|,0.000575787,0.000523523,0.000623703,0.000713882,0.000691882,0.000460694,0.000683524,0.000639169,0.000516265,0.000537564,0.000747315,0.000697275,0.000605139,0.000814465,0.000641824
gi|115477148|,0.000864549,0.000582127,0.000661472,0.000516627,0.000716159,0.000494148,0.000623998,0.000541028,0.000589951,0.000726698,0.000637236,0.000809683,0.000657628,0.000789976,0.00064804
gi|115477154|,0.000689687,0.000850039,0.000613211,0.000454218,0.000361017,0.000777659,0.000650037,0.000996863,0.000688677,0.000547783,0.000327179,0.000722672,0.000796334,0.000562787,0.000390914
gi|115477166|,0.000498565,0.000759766,0.000767285,0.000670278,0.000589474,0.00055854,0.000982797,0.000784193,0.000719324,0.000611509,0.000626938,0.000469468,0.000681729,0.000691947,0.000607264
gi|115477210|,0.00069863,0.000424407,0.000617567,0.000946641,0.00052547,0.000642838,0.000605006,0.000688125,0.000788505,0.000581031,0.000599031,0.000950064,0.000639957,0.000687718,0.000570988
gi|115477246|,0.000777516,0.000861328,0.000592961,0.000685529,0.000628943,0.000513394,0.000572052,0.000682882,0.000883538,0.000545477,0.000618279,0.000727655,0.000743319,0.000753819,0.000681169
gi|115477393|,0.000668248,0.000593992,0.000578734,0.000602181,0.000539416,0.000508914,0.000869184,0.000667024,0.000673756,0.000759436,0.000529658,0.00065316,0.000754456,0.000579612,0.000622067
gi|115477403|,0.000616881,0.000552111,0.000841492,0.000665905,0.000866186,0.00090534,0.000771712,0.000511647,0.000610625,0.000751446,0.000598281,0.000548615,0.000584566,0.000529376,0.00071306
gi|115477429|:reversed,0.000469872,0.000461154,0.000703379,0.000694442,0.000746597,0.000528708,0.000778124,0.000636259,0.000580581,0.000609709,0.000600185,0.000502436,0.000538569,0.000635471,0.000459497
gi|115477459|:reversed,0.000663182,0.000776779,0.000489796,0.000696553,0.000846876,0.000687863,0.000721579,0.000764062,0.000555237,0.000372405,0.000495302,0.000552071,0.000530119,0.000595786,0.000625478
gi|115477461|,0.000783773,0.000374938,0.000713251,0.000724317,0.000750117,0.000765221,0.000495083,0.000762448,0.000647044,0.000931678,0.000647041,0.000550721,0.000523406,0.000652984,0.000774659
gi|115477469|,0.000509905,0.000751957,0.00058625,0.000778031,0.000452715,0.000425724,0.000550378,0.000703121,0.000526625,0.000647362,0.000674697,0.000590054,0.000559941,0.000424124,0.000738353
gi|115477483|,0.000475663,0.000579499,0.000486002,0.000801199,0.000570513,0.000630007,0.000685076,0.000729749,0.000531226,0.000652639,0.000669058,0.000928737,0.000687664,0.000695716,0.000832233
gi|115477485|,0.000727192,0.000780319,0.000611963,0.000708267,0.000657007,0.000497551,0.000747253,0.000208415,0.000711769,0.000562667,0.000852264,0.000767451,0.000710806,0.000598243,0.000519426
gi|115477529|,0.000679663,0.000627762,0.000625276,0.000433002,0.000570818,0.000900616,0.000697404,0.000550157,0.000813755,0.000678903,0.000497581,0.000395483,0.000652414,0.000638467,0.000439135
gi|115477547|,0.000672971,0.000691119,0.000633325,0.000656406,0.000649652,0.000759483,0.000743853,0.000912008,0.000459361,0.000530972,0.000693454,0.000785704,0.000701231,0.000829608,0.000834143
gi|115477583|,0.000683458,0.000715739,0.000526328,0.000741715,0.00077288,0.00056565,0.000438318,0.000703432,0.00044973,0.000707424,0.000502358,0.000469796,0.000807743,0.000657822,0.000822717
gi|115477633|,0.000617343,0.000624287,0.000464079,0.000576105,0.000534362,0.000574987,0.000662631,0.000828049,0.000622765,0.000515882,0.000679005,0.000672701,0.000684372,0.00074129,0.000612568
gi|115477683|,0.000615973,0.000777778,0.000613861,0.000628688,0.000574322,0.00073685,0.000551188,0.000670886,0.000639916,0.000696063,0.000636122,0.000891146,0.000827401,0.000485772,0.000628993
gi|115477687|,0.000695778,0.000629721,0.000669291,0.000777087,0.000722954,0.000684089,0.000797766,0.000901153,0.000648475,0.000638113,0.000454074,0.000680447,0.000523876,0.000718327,0.000540391
gi|115477733|,0.00056012,0.000504237,0.00059053,0.000696272,0.000583234,0.000405161,0.000824303,0.000752013,0.000834086,0.000355069,0.000678594,0.000843679,0.00062574,0.000636377,0.000498293
gi|115477771|,0.000749278,0.000885521,0.000605103,0.000818605,0.000628559,0.000633802,0.000760024,0.0007347,0.00043297,0.000374373,0.000474257,0.000748201,0.000501033,0.00069918,0.000586548
gi|115477777|,0.000477895,0.000682364,0.000566961,0.000746355,0.00050304,0.000729584,0.000617141,0.000718492,0.000588992,0.000497991,0.000617174,0.000613466,0.000865368,0.000871468,0.000869767
gi|115477789|,0.00071353,0.000605034,0.000742272,0.000532196,0.000555965,0.000592473,0.000698818,0.000429255,0.000496063,0.000555875,0.00057599,0.000796508,0.000579004,0.000534284,0.000830825
gi|115477793|,0.000789846,0.000577901,0.000709199,0.000859594,0.000672487,0.000755401,0.000572796,0.000372956,0.000588221,0.00065584,0.000713357,0.000578727,0.000794911,0.000536715,0.000605466
gi|115477803|,0.000736114,0.000653937,0.000446967,0.000564509,0.000469433,0.000875404,0.000442582,0.000723343,0.000810706,0.000541045,0.00041485,0.000585082,0.000555379,0.000552309,0.000590741
gi|115477809|,0.000694005,0.000670173,0.000269232,0.000483117,0.000600621,0.0006567,0.000699438,0.000639253,0.00053309,0.000754493,0.000815578,0.000813639,0.000499581,0.000773105,0.000501552
gi|115477815|,0.000924411,0.000673142,0.000404364,0.00077357,0.000567739,0.000749335,0.001006239,0.000539393,0.000614447,0.000724355,0.00060108,0.00073779,0.000725357,0.000611531,0.000641642
gi|115477831|,0.000623742,0.0008241,0.000681054,0.000525933,0.000619311,0.000957597,0.000673917,0.000521067,0.000568603,0.000581031,0.000744214,0.000751862,0.00053451,0.000647892,0.000824898
gi|115477837|,0.000631757,0.000394108,0.000710382,0.000935633,0.000693383,0.000617815,0.000643776,0.000551663,0.000663227,0.000608467,0.000603791,0.000441326,0.000501695,0.000548502,0.000748832
gi|115477843|,0.000562571,0.000406705,0.000630017,0.000562192,0.000787472,0.000718906,0.000496798,0.000603284,0.000407904,0.000786085,0.000740191,0.000620962,0.000427956,0.000856289,0.000350899
gi|115477853|,0.000518947,0.000583883,0.000658906,0.000768414,0.000584396,0.000679254,0.000508207,0.000675157,0.000444434,0.000538204,0.00049867,0.000666318,0.000579809,0.000817041,0.000344349
gi|115477891|,0.000677533,0.000807351,0.000465721,0.000929488,0.000800455,0.000668931,0.000685979,0.000709247,0.000679783,0.000481352,0.000740608,0.00071572,0.000648981,0.0003451,0.000614675
gi|115477976|,0.000691167,0.000753313,0.000709431,0.000631862,0.000722881,0.000979418,0.000646435,0.000483316,0.000503656,0.000422559,0.000584297,0.000927219,0.000599264,0.000914321,0.000667187
gi|115478034|,0.00082181,0.000901118,0.000620221,0.000656692,0.000857876,0.000606443,0.000441657,0.000482494,0.000631968,0.000827554,0.000694196,0.000547878,0.000609262,0.000418415,0.000719594
gi|115478072|,0.000612053,0.000721874,0.000659481,0.00083021,0.000846741,0.000763049,0.000807209,0.000445949,0.000708071,0.000459441,0.000653585,0.000732161,0.000577026,0.0007762,0.000664718
gi|115478158|,0.000577963,0.000378396,0.000733628,0.000722768,0.000828949,0.000410454,0.000722912,0.000505221,0.000451601,0.000890175,0.000430849,0.000411477,0.000744879,0.000794633,0.000629908
gi|115478180|,0.000866815,0.000783157,0.000761857,0.00056304,0.000636971,0.000876693,0.000451416,0.000638341,0.000420337,0.000835651,0.000519765,0.000748893,0.000765337,0.00057933,0.000735603
gi|115478212|,0.000810996,0.000634291,0.000614487,0.000709019,0.000854147,0.000586315,0.000486036,0.000798621,0.000608496,0.000507162,0.000566569,0.000631742,0.000777618,0.000625228,0.000674392
gi|115478278|,0.000820357,0.000629732,0.000676499,0.00059014,0.0005487,0.000603108,0.000709103,0.000716975,0.000578009,0.000500539,0.000738082,0.000598144,0.000545587,0.000571654,0.000319215
gi|115478314|,0.000656878,0.000673191,0.00068877,0.000526439,0.000508758,0.00069655,0.000679662,0.000412764,0.000575858,0.00065784,0.000462733,0.000718065,0.000632387,0.000644211,0.000849264
gi|115478328|,0.000680726,0.000808879,0.000575837,0.000806219,0.000573297,0.000639812,0.000634334,0.000578112,0.000658606,0.000758912,0.000548503,0.000575348,0.000668999,0.0006906,0.000641027
gi|115478330|,0.000562958,0.000846804,0.000730183,0.000634251,0.000541598,0.000528201,0.000748418,0.000685634,0.000703394,0.000669814,0.000892303,0.000823119,0.000634391,0.000726856,0.00067515
gi|115478398|,0.000622684,0.000845723,0.000753393,0.000583614,0.000443104,0.00059212,0.000711067,0.000657115,0.000808318,0.000482824,0.00088282,0.000710271,0.00088337,0.00064608,0.000681613
gi|115478420|,0.000765445,0.000633669,0.00069198,0.000474541,0.00062186,0.00059075,0.000671604,0.000508834,0.000631882,0.000738203,0.000564921,0.000639374,0.000882658,0.0006622,0.000658274
gi|115478504|,0.000569024,0.000800442,0.000548398,0.00107136,0.000625282,0.000548347,0.000711559,0.00055186,0.000811236,0.000568755,0.000616937,0.000336992,0.000690949,0.000385543,0.000924055
gi|115478581|,0.000413518,0.000559182,0.000533295,0.000604023,0.000446186,0.000616354,0.000608427,0.000668452,0.000592627,0.00047675,0.000637251,0.000550319,0.000627756,0.000687699,0.000540485
gi|115478591|,0.000747583,0.000590236,0.000747487,0.000781309,0.000770425,0.000521955,0.000630867,0.000701878,0.00040786,0.000956071,0.000887304,0.000711446,0.000643087,0.000634568,0.000781312
gi|115478593|,0.000666169,0.000421356,0.000601805,0.00073291,0.000443673,0.000540529,0.000492951,0.000550561,0.000628117,0.000701364,0.00087133,0.000433455,0.000367049,0.000458757,0.000726025
gi|115478641|,0.000695583,0.000823573,0.000876103,0.00057075,0.000694371,0.000482106,0.000636764,0.000657448,0.000729399,0.000486293,0.000874475,0.000641079,0.000590406,0.000644654,0.000770764
gi|115478691|,0.000737759,0.000572003,0.000669136,0.000434123,0.000652975,0.000530547,0.000595576,0.000505622,0.000505231,0.000673072,0.000583977,0.000719097,0.000560479,0.000739715,0.000662205
gi|115478703|,0.000756837,0.000714269,0.00079282,0.000705833,0.000608111,0.000699519,0.000537608,0.000565974,0.000327181,0.000610177,0.000574594,0.000576907,0.000517961,0.000715744,0.000543694
gi|115478779|,0.000747706,0.000648164,0.000568015,0.000752954,0.000611683,0.000557644,0.00065094,0.000450059,0.000672095,0.0005322,0.00067077,0.000642599,0.000506852,0.000747947,0.000716397
gi|115479037|,0.000652111,0.000559808,0.00062902,0.0006143,0.000866781,0.000717294,0.000809382,0.000519538,0.000539706,0.000592161,0.000509356,0.000578101,0.000697463,0.000626915,0.000551939
gi|115479141|,0.00040069,0.000699423,0.000784617,0.000812592,0.000667922,0.000357785,0.000608721,0.000680822,0.000291785,0.000505448,0.000625967,0.000556363,0.000483025,0.000557837,0.000500903
gi|115479353|,0.000651191,0.000986225,0.000539347,0.000739883,0.000533149,0.000600216,0.000546536,0.00048067,0.000948449,0.000684717,0.000667675,0.000657218,0.000679307,0.000606695,0.000323697
gi|115479363|,0.000755553,0.000673751,0.00046055,0.000594364,0.000469072,0.000696692,0.000534399,0.000590861,0.000631755,0.000733423,0.000588888,0.000519042,0.000722712,0.000382512,0.000832248
gi|115479375|,0.000581935,0.000766088,0.000575826,0.00062378,0.000701031,0.000518474,0.00066134,0.000606866,0.000765448,0.000831489,0.000537265,0.000595795,0.000604643,0.000563375,0.000630819
gi|115479433|,0.000488103,0.000454198,0.000566475,0.000616023,0.000681624,0.000470429,0.000360746,0.000513307,0.000950927,0.000720772,0.000680862,0.000559872,0.000502694,0.000588865,0.000785154
gi|115479591|,0.000943928,0.000627811,0.000768212,0.000676008,0.000704193,0.000843231,0.000871971,0.000533201,0.000740408,0.000785725,0.000634692,0.00071442,0.000656271,0.000692164,0.000614833
gi|115479593|,0.000570066,0.000594933,0.000874163,0.000323753,0.000552748,0.000609396,0.000759842,0.000597732,0.000498327,0.000688447,0.000749747,0.000659935,0.000645329,0.000605731,0.000931903
gi|115479607|,0.000580565,0.000518211,0.000860528,0.000650638,0.000505247,0.000432282,0.000754175,0.000765779,0.000728234,0.000371342,0.000472198,0.000766005,0.000450177,0.000659984,0.000643517
gi|115479643|,0.000749587,0.000768633,0.000703437,0.000585786,0.000703926,0.000637142,0.000705306,0.000592275,0.000601366,0.000704178,0.000838149,0.000674844,0.000473113,0.000858088,0.00086706
gi|115479659|,0.000769598,0.000618376,0.000645789,0.000697975,0.000546279,0.000674455,0.000529874,0.000665599,0.00062643,0.000872536,0.000709509,0.000553471,0.000410791,0.000788468,0.000647225
gi|115479679|,0.000678524,0.000725096,0.000745954,0.000499048,0.000547369,0.000704994,0.000427977,0.000437134,0.000568481,0.000733925,0.000876508,0.00072611,0.000595877,0.000542116,0.000796458
gi|115479691|,0.000604143,0.00063632,0.000700891,0.000585292,0.000684104,0.000762516,0.000790571,0.00066409,0.000585168,0.000482771,0.000768854,0.00086837,0.00059387,0.000660897,0.000633674
gi|115479725|,0.000691382,0.000708889,0.000725339,0.00078191,0.000504571,0.000695841,0.000664631,0.000783278,0.000636435,0.000799637,0.000746687,0.000943103,0.000598583,0.000598824,0.00058214
gi|115479799|,0.000699668,0.000518558,0.000778426,0.000837466,0.000648636,0.000528871,0.000596696,0.000647614,0.000576625,0.000699237,0.000519537,0.000759863,0.00059675,0.000679127,0.000644878
gi|115479815|,0.000671254,0.000645096,0.000470387,0.000763832,0.000574041,0.000658239,0.000362546,0.000796783,0.000404761,0.000658297,0.000624999,0.00083325,0.000762215,0.000421791,0.000840434
gi|115479819|,0.000836813,0.000745242,0.000820265,0.000538687,0.000557504,0.000877732,0.000674461,0.000553349,0.00078766,0.000581145,0.000736074,0.000722683,0.000627693,0.000572188,0.000664113
gi|115479831|,0.000727515,0.000636177,0.000736694,0.000576214,0.000544911,0.000576602,0.000696845,0.000661847,0.000608547,0.000699947,0.000899578,0.000736972,0.000490333,0.000831576,0.000563896
gi|115479853|,0.000840514,0.000598481,0.000658794,0.000618407,0.000598431,0.000511206,0.00072674,0.000738822,0.000743428,0.000837564,0.000574489,0.000673076,0.000627225,0.000650251,0.000577666
gi|115479981|,0.000394554,0.00058466,0.000828645,0.000532748,0.00058042,0.000716614,0.000774923,0.000602614,0.000686542,0.000605847,0.000581106,0.000678777,0.000499497,0.000542939,0.000758089
gi|115479999|,0.000750198,0.000505188,0.000711248,0.000659298,0.000788449,0.000519887,0.00055859,0.000711595,0.000468263,0.000842381,0.000527998,0.00067997,0.000475574,0.000761723,0.000526984
gi|115480019|,0.000715465,0.000694196,0.000653697,0.000434866,0.000617751,0.000673204,0.000549857,0.000838281,0.000749868,0.000949803,0.000737523,0.000645473,0.000763189,0.000566062,0.000815752
gi|115480021|,0.000678725,0.000592431,0.000408139,0.000598909,0.000585623,0.000800994,0.000615735,0.000591515,0.000810283,0.000520482,0.000476876,0.000710497,0.000535865,0.000695248,0.000711034
gi|115480049|,0.000710368,0.000516504,0.00072347,0.000686611,0.000606555,0.000600966,0.000633062,0.00066763,0.000506356,0.000892543,0.000549789,0.000865488,0.000864715,0.000500219,0.000785559
gi|115480067|,0.000593682,0.000718724,0.000717388,0.000697784,0.000552285,0.00082212,0.000657406,0.000634571,0.00041346,0.000887001,0.00056993,0.000720469,0.000674149,0.000636776,0.000490174
gi|115480067|:reversed,0.00103276,0.000464177,0.000693729,0.000679622,0.000402548,0.000768598,0.000611026,0.000644518,0.000415081,0.000646439,0.000670899,0.000554913,0.000633429,0.000403924,0.000509608
gi|115480143|,0.00065185,0.000655712,0.000750281,0.000763936,0.000661523,0.000725023,0.000727733,0.000491104,0.000660239,0.000798463,0.000740119,0.000631339,0.000456928,0.00051367,0.000825557
gi|115480295|,0.000486218,0.000538528,0.000573597,0.000488583,0.000606505,0.00078028,0.000784619,0.000750399,0.000690998,0.000704519,0.000730225,0.000713969,0.00069233,0.00067916,0.001003291
gi|115480305|,0.000597253,0.0002985,0.000568621,0.000592272,0.000679926,0.000474987,0.000603555,0.00069075,0.000744383,0.000868768,0.000534607,0.000622245,0.000838872,0.000433369,0.0004899
gi|115480339|,0.000480709,0.000637032,0.000690813,0.000671739,0.000595847,0.000722411,0.000679975,0.000748117,0.000784882,0.000533302,0.000747304,0.000631477,0.000621103,0.000605938,0.00084006
gi|115480367|,0.000723391,0.000851335,0.000602427,0.000695362,0.000731326,0.000706062,0.000455971,0.000900873,0.000519304,0.000609109,0.000820983,0.000690526,0.000755043,0.000523403,0.000823703
gi|115480377|,0.000517386,0.000619168,0.000579806,0.000560842,0.00057122,0.000749621,0.000759027,0.000698759,0.000654552,0.000709705,0.000797157,0.000567385,0.000512071,0.000553685,0.000629469
gi|115480399|,0.000799762,0.000641756,0.000619403,0.000598269,0.000542095,0.000638252,0.000576438,0.000498706,0.000824064,0.00054774,0.000559239,0.000851848,0.000714193,0.000654006,0.000561491
gi|115480401|,0.000466121,0.000878923,0.000670027,0.000427731,0.000625181,0.000494695,0.000509694,0.000664571,0.000879751,0.000686305,0.00086924,0.000493104,0.000663178,0.000546986,0.00074475
gi|115480403|,0.000625132,0.000711158,0.000741372,0.000593856,0.000610611,0.000534842,0.000729102,0.000719117,0.00072338,0.000868575,0.000547463,0.000781803,0.000678874,0.000502079,0.000756585
gi|115480417|,0.000774546,0.000655711,0.000627256,0.000526328,0.000365959,0.000797646,0.000669884,0.000626828,0.000632496,0.000384152,0.000687582,0.00075589,0.000710317,0.000747964,0.000551694
gi|115480437|,0.000434235,0.000753414,0.000881199,0.00066625,0.000679365,0.00076046,0.000444446,0.000757992,0.000903826,0.00052171,0.000674402,0.000582912,0.000583877,0.000686805,0.000683385
gi|115480445|,0.000627045,0.000357053,0.000396446,0.000756347,0.000652623,0.000648935,0.000794277,0.000494835,0.00064379,0.000227645,0.000525976,0.000565331,0.00090546,0.000536572,0.000658886
gi|115480571|,0.000468308,0.00071235,0.000861347,0.000727357,0.000818063,0.000829666,0.000950487,0.000515532,0.000659245,0.000696053,0.000537364,0.000923185,0.00088542,0.000805926,0.000544979
gi|115480581|,0.000794342,0.000694,0.000720227,0.000993493,0.000715076,0.000892227,0.000728645,0.000804401,0.000523729,0.000615777,0.000755668,0.000631239,0.000526027,0.000443949,0.000637793
gi|115480581|:reversed,0.000747594,0.000749874,0.000644094,0.000625876,0.000946392,0.000601365,0.000706497,0.000509478,0.000878258,0.000677966,0.000571484,0.000737706,0.000869291,0.000631989,0.000584869
gi|115480705|,0.000757185,0.000792026,0.000454359,0.000605963,0.000614102,0.00075903,0.000823693,0.000761734,0.000550036,0.000758935,0.000619288,0.000536546,0.000498888,0.000745705,0.000805716
gi|115480733|,0.000412958,0.000496115,0.000453156,0.000860015,0.000526142,0.000670437,0.000911829,0.000661574,0.000599363,0.000567647,0.000489431,0.000644229,0.00071457,0.000566266,0.000808946
gi|115480830|,0.000668772,0.000550337,0.000505509,0.000804431,0.000594607,0.000464509,0.000764577,0.000632619,0.000911749,0.000787437,0.001076264,0.000643138,0.000727849,0.000594195,0.000696448
gi|115480834|,0.000431635,0.000594457,0.000555641,0.000429454,0.000498579,0.000530096,0.000968715,0.000875879,0.000712159,0.000717536,0.000649881,0.000414563,0.00075264,0.000446717,0.000695035
gi|115480844|,0.00045688,0.000406206,0.000686469,0.000713855,0.000515373,0.000596053,0.000556177,0.000775748,0.000642627,0.000856575,0.000517838,0.000711433,0.000625342,0.000909097,0.000412279
gi|115480874|,0.000347324,0.00066476,0.000762952,0.000676988,0.001039765,0.000544929,0.000669861,0.000619728,0.000545103,0.000833541,0.000642028,0.000449941,0.000441151,0.000485314,0.000630302
gi|115480902|,0.000637846,0.000705042,0.000517699,0.000646193,0.000479204,0.000710583,0.000603991,0.000510966,0.000588525,0.000671897,0.000597847,0.000438812,0.000514592,0.00064247,0.000630606
gi|115481080|,0.00057989,0.00058038,0.000649261,0.000754532,0.000653104,0.000573077,0.000581825,0.000476563,0.000655407,0.000377178,0.000237746,0.000775755,0.000791349,0.000744087,0.000674801
gi|115481094|,0.000777889,0.000730341,0.000692776,0.000543254,0.00061313,0.000614668,0.000547466,0.00070862,0.000693221,0.000592589,0.000244755,0.000952942,0.000532849,0.000777791,0.0006666
gi|115481198|,0.000562721,0.000843075,0.00067036,0.000492495,0.000624072,0.000783245,0.000665274,0.000596495,0.000592797,0.000357521,0.00077109,0.000776728,0.000681259,0.000573324,0.000773087
gi|115481218|,0.000802578,0.000682637,0.000740073,0.000508016,0.000721691,0.000536305,0.000845327,0.000726584,0.000542726,0.000772624,0.000716816,0.000649351,0.000541717,0.000831514,0.000449747
gi|115481260|,0.000772302,0.00091714,0.000624517,0.000752938,0.000944698,0.000674774,0.000687089,0.000658214,0.000588206,0.000510739,0.000548714,0.000647903,0.000725655,0.000967171,0.000740041
gi|115481322|,0.000590574,0.000594436,0.000653021,0.000655053,0.000766467,0.000681438,0.000621833,0.00065897,0.00071294,0.000598082,0.000758432,0.000562683,0.000630741,0.000467204,0.000502601
gi|115481332|,0.000787172,0.000542486,0.000924798,0.000567576,0.00067622,0.00072783,0.000428129,0.000442856,0.00064778,0.000522866,0.000412494,0.0008184,0.000641939,0.000528088,0.000766506
gi|115481356|,0.000728755,0.00070131,0.000567199,0.000632291,0.000635187,0.000674734,0.000558411,0.0005486,0.000634051,0.000740058,0.000574965,0.000535973,0.000775013,0.000496753,0.000828535
gi|115481492|,0.000695354,0.000716201,0.00081483,0.000773601,0.000780788,0.000591951,0.000635428,0.000557951,0.000649504,0.000568159,0.0008567,0.000551019,0.000637175,0.000636931,0.000801503
gi|115481654|,0.000797578,0.000582796,0.000626767,0.000400596,0.000736551,0.000749105,0.000852303,0.000730561,0.000637495,0.000597335,0.000706385,0.000670832,0.00079287,0.000471081,0.000520105
gi|115481716|,0.000607281,0.000500839,0.000699731,0.000576733,0.000496594,0.00058437,0.000641106,0.000797681,0.000587533,0.000704955,0.000666905,0.000729492,0.000736342,0.000725424,0.000410843
gi|115481730|,0.000629011,0.000752852,0.000595499,0.000628047,0.000591533,0.000628275,0.000465448,0.0008534,0.000832107,0.000709145,0.000528522,0.00071739,0.000655083,0.000756054,0.000672972
gi|115481814|,0.00065021,0.000576196,0.000598106,0.000591989,0.000768506,0.00041844,0.000410393,0.000623741,0.000511392,0.000665383,0.000810806,0.000782481,0.000599551,0.000687461,0.000777605
gi|115481922|,0.000528138,0.000547224,0.000662813,0.000634718,0.00056813,0.000299634,0.000868007,0.000661672,0.000739714,0.000556827,0.000428567,0.000625553,0.000446747,0.000675658,0.000971539
gi|115481984|,0.000784956,0.000731428,0.000707274,0.000555102,0.000620689,0.000508159,0.000584474,0.000584732,0.00076506,0.000631663,0.000575684,0.000800629,0.000938932,0.000856848,0.000711086
gi|115482018|,0.000543431,0.000732341,0.000841077,0.000724019,0.000640093,0.000743214,0.000745752,0.000737495,0.000624676,0.000529419,0.000842928,0.00072578,0.000646303,0.000534462,0.000751511
gi|115482024|,0.000711461,0.000546788,0.000582399,0.000639241,0.000856353,0.000617901,0.000643091,0.000781051,0.000676239,0.00045159,0.000580199,0.000668545,0.000709655,0.000738391,0.000748708
gi|115482032|,0.000557278,0.000601982,0.000327106,0.000730132,0.000496405,0.00056641,0.000862046,0.000454231,0.00062986,0.000491526,0.000639748,0.000582341,0.000631053,0.00055452,0.000651904
gi|115482036|,0.00071802,0.000632766,0.000664638,0.0003421,0.000787523,0.000622776,0.000482711,0.00078076,0.000825802,0.000455429,0.000505248,0.00063956,0.000777409,0.00068544,0.000709279
gi|115482132|,0.000887289,0.000504845,0.00063058,0.000655973,0.000407961,0.000733838,0.000628236,0.000594373,0.000455376,0.000634544,0.000401556,0.00057778,0.000659419,0.00056694,0.000831486
gi|115482158|,0.000694988,0.000530922,0.000564803,0.000608,0.000660188,0.00071009,0.000740384,0.00040796,0.000685608,0.000422876,0.000573078,0.000448281,0.000477064,0.000539875,0.000595075
