X,Description,...1.Control.1.csv,...1.Control.2.csv,...1.Control.3.csv,...2.Moderate.1.csv,...2.Moderate.2.csv,...2.Moderate.3.csv,...3.Extreme.3.csv,...3.Extreme.1.csv,...3.Extreme.2.csv,...4.3.Days.recovery.1.csv,...4.3.Days.recovery.2.csv,...4.3.days.recovery.3.csv,...5.6.Days.recovery.1.csv,...5.6.Days.recovery.2.csv,...5.6.days.recovery.3.csv
gi|115479831|,Os09g0483400 protein,0.000554006,0.001033254,0.000147195,0.000378871,0.000209263,0.000151989,3.96E-05,0.000444633,3.40E-05,0.000382685,0.00129973,0.00082135,2.90E-05,2.84E-05,0.000196802
gi|115479853|,60S ribosomal protein L9,2.45E-05,2.50E-05,0.000331707,0.000678657,0.000247018,0.00034251,0.000804071,0.000436765,0.00109666,0.000685488,0.000885502,0.001127577,0.000457547,0.000618051,0.000570211
gi|115479981|,"Os09g0502000 protein (cDNA clone:J013126M04, full insert sequence) (Putative uncharacterized protein)",3.32E-05,3.40E-05,0.000150008,2.97E-05,3.05E-05,0.000340765,0.000121208,0.000243993,0.000311405,9.00E-05,0.000215627,0.0003175,8.87E-05,8.67E-05,0.000143259
gi|115479999|,Os09g0503400 protein,2.24E-05,2.29E-05,5.25E-05,4.40E-05,1.23E-05,4.17E-06,8.16E-05,4.22E-05,8.85E-05,3.64E-05,1.24E-05,1.94E-05,1.99E-05,1.95E-05,1.16E-05
gi|115480019|,Proteasome subunit beta type-1 (EC 3.4.25.1) (20S proteasome alpha subunit F) (20S proteasome subunit beta-6),0.000450607,0.00046087,0.000251988,0.000211084,0.000216522,0.000180135,0.000339349,0.000427884,0.000514168,0.000174443,0.000258727,0.00024243,0.000286471,0.000130767,0.000277675
gi|115480021|,"Os09g0505700 Ribulose-phosphate 3-epimerase, cytoplasmic isoform (EC 5.1.3.1) (Ribulose-5-phosphate-epimerase) (Cyt-RPEase) (RPEcyt) (Pentose-5-phosphate 3-epimerase) (PPE)",0.000119045,0.000121756,0.00010754,6.39E-05,6.55E-05,2.22E-05,2.90E-05,2.50E-05,2.48E-05,2.15E-05,6.62E-05,2.07E-05,2.12E-05,2.07E-05,2.05E-05
gi|115480049|,"Os08g0326400 protein (Os09g0507800 protein) (cDNA clone:001-038-B03, full insert sequence) (cDNA clone:001-047-A04, full insert sequence) (cDNA clone:J023087N22, full insert sequence) (Putative uncharacterized protein)",0.000729628,0.00114667,0.000755568,0.001639223,0.001224358,0.000481385,0.000368037,0.000317512,0.000315184,0.000659073,0.001006855,0.000572248,0.000807791,0.001409873,0.001489209
gi|115480067|,"Os09g0509200 Os09g0509200 protein (cDNA clone:J023022P15, full insert sequence)",6.49E-05,0.000119394,8.20E-05,8.12E-05,1.19E-05,1.21E-05,4.73E-05,0.000204194,0.000310803,1.17E-05,6.02E-05,5.64E-05,3.46E-05,1.13E-05,5.59E-05
gi|115480067|:reversed,NA,1.30E-05,1.33E-05,1.17E-05,5.80E-05,3.57E-05,1.21E-05,1.58E-05,1.36E-05,1.35E-05,1.17E-05,1.20E-05,1.13E-05,8.08E-05,7.90E-05,3.36E-05
gi|115480143|,Proteasome subunit beta type (EC 3.4.25.1),0.000128067,0.000130984,0.000247907,0.000114531,5.03E-05,1.71E-05,0.000244826,0.000364827,0.000324032,0.000115683,0.000118784,0.000174903,1.63E-05,1.59E-05,0.000110485
gi|115480295|,"Probable 6-phosphogluconolactonase 4, chloroplastic (6PGL 4) (EC 3.1.1.31)",0.000125859,9.19E-05,0.000308602,0.000241191,1.65E-05,0.000150941,0.000240605,0.000698204,0.000280981,0.000113689,0.000316855,0.000328149,0.000208037,0.000109574,0.000263695
gi|115480305|,"Os09g0530000 protein (cDNA clone:001-046-A01, full insert sequence) (cDNA clone:J013111B10, full insert sequence) (Putative uncharacterized protein OJ1531_B07.22)",2.04E-05,2.09E-05,0.00024013,0.000164578,0.000281362,0.000133512,0.000273629,0.000450669,0.000319547,0.000240116,5.69E-05,0.000159938,0.000236592,0.000195821,8.82E-05
gi|115480339|,Os09g0532700 protein (Deoxyribodipyrimidine photolyase family protein-like),0.000101839,6.25E-05,9.20E-05,3.04E-05,1.87E-05,3.17E-05,9.09E-05,7.84E-05,7.78E-05,6.13E-06,6.30E-06,5.90E-06,1.81E-05,2.96E-05,1.76E-05
gi|115480367|,Triosephosphate isomerase (EC 5.3.1.1),0.004007187,0.003077953,0.002893019,0.005483381,0.006067527,0.006259691,0.00264301,0.003293579,0.002732914,0.006090971,0.005567606,0.005021107,0.006202105,0.005534245,0.005511844
gi|115480377|,"Os09g0535900 protein (cDNA clone:001-038-B04, full insert sequence) (Putative uncharacterized protein) (Putative uncharacterized protein P0569E11.10)",0.000291994,0.000241759,0.000138167,0.000136782,0.000522959,0.000557698,0.000253729,0.000218896,0.000275236,0.000414477,0.000399793,0.000326274,3.71E-05,0.000157369,0.000155942
gi|115480399|,"Os09g0537700 protein (cDNA clone:001-039-G06, full insert sequence) (cDNA clone:001-045-B11, full insert sequence) (cDNA clone:006-301-A06, full insert sequence) (cDNA clone:006-302-G12, full insert sequence) (cDNA clone:006-305-E10, full insert sequence) (cDNA clone:006-306-E03, full insert sequence) (cDNA clone:006-307-B06, full insert sequence) (Drought-induced S-like ribonuclease) (Putative uncharacterized protein)",0.000385555,0.000281669,0.001476097,0.001822523,0.004328423,0.001421417,0.002479218,0.00583852,0.003959454,0.003466135,0.002094553,0.002154098,0.003644037,0.004043975,0.003627175
gi|115480401|,"Os09g0538000 protein (cDNA clone:006-201-H04, full insert sequence) (cDNA clone:006-203-D06, full insert sequence) (cDNA clone:006-301-A10, full insert sequence) (cDNA clone:006-303-E09, full insert sequence) (cDNA clone:006-307-C07, full insert sequence) (cDNA clone:006-307-H08, full insert sequence) (cDNA clone:006-310-B09, full insert sequence) (Putative RNase S-like protein) (Putative uncharacterized protein)",1.84E-05,1.88E-05,1.66E-05,8.21E-05,8.42E-05,1.71E-05,2.23E-05,1.93E-05,1.91E-05,0.000149259,0.000221376,0.000271257,0.000114387,0.000111889,0.00020591
gi|115480403|,Proteasome subunit alpha type-7-B (EC 3.4.25.1) (20S proteasome alpha subunit D-2) (20S proteasome subunit alpha-4-B),0.000172528,9.80E-05,0.000155854,5.14E-05,1.76E-05,8.94E-05,0.000256527,0.000140834,9.99E-05,0.000225109,0.000231142,0.000183263,5.12E-05,0.000116825,1.65E-05
gi|115480417|,Os09g0539100 Os09g0539100 protein (Putative dehydroquinate synthase) (Putative uncharacterized protein),3.32E-05,0.000101903,0.000130007,8.91E-05,0.000111709,3.10E-05,0.000148143,0.000243993,0.000311405,1.00E-05,5.13E-05,6.73E-05,9.85E-06,4.82E-05,9.55E-06
gi|115480437|,Probable aquaporin PIP2-7 (Plasma membrane intrinsic protein 2-7) (OsPIP2;7),0.00078886,0.001397187,0.00179024,0.001015199,0.001182552,0.001166557,0.001802318,0.002887655,0.003147123,0.000886377,0.000981517,0.000719034,0.001044616,0.0009883,0.000946143
gi|115480445|,"Os09g0541700 protein (cDNA clone:001-042-F05, full insert sequence) (cDNA clone:J013000O02, full insert sequence) (Putative uncharacterized protein) (Putative uncharacterized protein B1274F11.39) (Putative uncharacterized protein P0478E02.11)",2.52E-05,2.58E-05,0.000250303,2.25E-05,0.000115535,0.000164471,3.06E-05,2.64E-05,2.62E-05,2.28E-05,7.01E-05,2.19E-05,0.000112097,0.000153509,0.000152117
gi|115480571|,"Os09g0553200 protein (cDNA clone:001-034-B12, full insert sequence) (cDNA clone:001-041-C12, full insert sequence) (cDNA clone:J013039M01, full insert sequence) (UDP-glucose pyrophosphorylase)",0.00126068,0.001392543,0.001284611,0.001542318,0.002285185,0.002041414,0.001999895,0.002889686,0.002343137,0.003379877,0.00358272,0.003514827,0.002306953,0.002642909,0.002062098
gi|115480581|,"Os09g0553900 Os09g0553900 protein (cDNA clone:J013042N12, full insert sequence)",0.00012731,0.0001755,4.50E-05,4.95E-06,1.52E-05,5.16E-06,6.73E-06,5.81E-06,1.73E-05,5.00E-06,5.13E-06,3.37E-05,4.93E-06,4.82E-06,4.78E-06
gi|115480581|:reversed,NA NA,1.66E-05,1.70E-05,5.50E-05,4.95E-06,5.08E-06,5.16E-06,2.02E-05,5.81E-06,5.77E-06,5.00E-06,2.57E-05,4.81E-06,4.93E-06,4.82E-06,4.78E-06
gi|115480705|,"Os09g0565200 protein (cDNA clone:001-034-H01, full insert sequence) (cDNA clone:J023007A14, full insert sequence) (Putative nucleic acid-binding protein)",0.001222532,0.001340763,0.000705206,0.001014275,0.000472911,0.000645738,0.001057204,0.000973903,0.000874691,0.000651944,0.000751388,0.000422436,0.000616156,0.000936108,0.001435908
gi|115480733|,Os09g0567300 protein (Putative monodehydroascorbate reductase),0.000324487,0.000286101,5.05E-05,0.000170111,7.19E-05,0.000135681,0.00039475,0.000575425,0.000781038,0.000272895,0.000300966,0.000301457,0.000109548,0.000126638,6.76E-05
gi|115480830|,"Os10g0100300 protein (cDNA clone:J013001O01, full insert sequence) (Tic62 protein, putative, expressed)",0.000589341,0.000541465,0.000369962,9.83E-05,4.58E-05,0.000102491,0.000473919,0.000660463,0.000613995,0.000135344,0.000250149,0.000234392,6.22E-05,7.83E-05,4.31E-05
gi|115480834|,Probable pyridoxal biosynthesis protein PDX1.2,0.001906087,0.00207839,0.000782669,0.000746649,1.45E-05,0.001131422,0.001437286,0.001273038,0.000968294,0.000896458,0.001504922,0.001656561,1.40E-05,1.37E-05,1.36E-05
gi|115480844|,"Os10g0101200 protein (cDNA clone:001-040-E08, full insert sequence) (cDNA clone:J023149K09, full insert sequence) (Serine carboxypeptidase family protein, expressed)",1.00E-05,3.07E-05,4.52E-05,8.95E-06,6.43E-05,9.34E-06,0.000182626,0.000304606,0.000260667,2.71E-05,2.78E-05,6.09E-05,6.24E-05,7.84E-05,6.04E-05
gi|115480874|,"Os10g0109300 protein (cDNA clone:001-038-C06, full insert sequence) (cDNA clone:006-308-B11, full insert sequence) (Class III peroxidase 125) (EC 1.11.1.7) (Peroxidase 53, putative, expressed)",0.000189872,0.000224072,9.24E-05,0.000169802,0.000254566,0.000286097,0.000195449,0.000168618,0.000258681,6.60E-05,0.000203202,0.000139629,0.000116996,1.27E-05,3.78E-05
gi|115480902|,Probable NAD(P)H-dependent oxidoreductase 2 (EC 1.-.-.-),0.000131083,0.000134068,6.58E-05,1.30E-05,1.34E-05,1.36E-05,1.77E-05,4.59E-05,7.59E-05,3.95E-05,6.75E-05,3.80E-05,3.89E-05,1.27E-05,1.26E-05
gi|115481080|,Os10g0138100 Probable aldehyde oxidase 1 (AO-1) (EC 1.2.3.1),3.15E-05,4.66E-05,1.58E-05,5.33E-05,3.21E-06,3.60E-05,5.54E-05,3.68E-06,9.86E-05,2.85E-05,1.63E-05,3.05E-06,2.81E-05,3.05E-06,3.02E-06
gi|115481094|,"Os10g0140200 protein (Glycosyl hydrolase family 38 protein, putative, expressed)",7.91E-05,0.000128562,8.83E-05,1.25E-05,6.41E-05,4.78E-05,5.66E-06,0.000171013,9.22E-05,2.10E-05,3.02E-05,7.69E-05,1.24E-05,2.03E-05,2.01E-05
gi|115481198|,"Os10g0155500 Os10g0155500 protein (Aldose 1-epimerase family protein, expressed)",3.97E-05,6.77E-05,8.37E-05,1.18E-05,3.64E-05,1.23E-05,1.61E-05,1.39E-05,1.38E-05,1.20E-05,1.23E-05,1.15E-05,1.18E-05,1.15E-05,1.14E-05
gi|115481218|,"Os10g0159700 protein (cDNA clone:002-124-F03, full insert sequence) (Hsp20/alpha crystallin family protein, expressed) (Putative uncharacterized protein) (Putative uncharacterized protein OSJNAa0036D19.14) (Putative uncharacterized protein OSJNBa0050E08.7)",2.47E-05,2.53E-05,0.000290204,0.000287296,0.000158683,0.000345757,0.00045094,0.000389034,0.000180218,0.000379476,0.000435488,0.000408057,0.000329917,0.000279684,0.000277148
gi|115481260|,Enolase (EC 4.2.1.11) (2-phosphoglycerate dehydratase) (2-phospho-D-glycerate hydro-lyase) (OSE1),0.001382463,0.001413948,0.00146519,0.001353156,0.001308129,0.001066143,0.001814241,0.002067862,0.001417613,0.001425772,0.001262058,0.001409616,0.001366092,0.00163952,0.001436836
gi|115481322|,"Os10g0182000 protein (cDNA clone:J013059M16, full insert sequence) (Alanyl-tRNA synthetase, mitochondrial, putative, expressed)",0.000262378,0.000317146,0.000262877,0.000157852,0.000196928,0.000182442,0.000110266,0.000355481,0.000342935,0.000124967,0.000252208,0.000136818,0.000216544,0.000145363,0.000185201
gi|115481332|,Os10g0184300 protein (Fragment),4.38E-05,4.48E-05,0.000118746,0.000117555,4.02E-05,0.000122613,0.00047974,0.00041388,4.56E-05,0.000118739,0.000203202,0.000114242,3.90E-05,3.81E-05,3.78E-05
gi|115481356|,"Os10g0189100 protein (cDNA clone:J013000K21, full insert sequence) (Phosphoglucomutase, chloroplast, putative, expressed)",0.000496963,0.000508282,0.000349171,0.000303344,0.000412466,0.000272246,0.000297489,0.000703714,0.000599936,0.000306397,0.000153646,0.000281082,0.000259774,0.000295307,0.00030624
gi|115481492|,ATP synthase gamma chain,0.00054808,0.000651465,0.000521873,0.000357676,0.000339713,0.000290161,0.000955088,0.001041623,0.000972257,0.000602126,0.000618265,0.000553574,0.000276868,0.000322406,0.000319484
gi|115481654|,Os10g0355800 protein,0.0146183,0.012360956,0.009986834,0.012551329,0.013056888,0.011400614,0.010050989,0.011680986,0.010896924,0.013137434,0.012430197,0.01188462,0.013773338,0.013623849,0.01288986
gi|115481716|,"Os10g0369000 protein (Glutamyl-tRNA synthetase family protein, expressed) (Putative glutamyl-tRNA synthetase) (Putative uncharacterized protein)",4.52E-05,7.26E-05,4.08E-05,2.89E-05,1.78E-05,6.62E-05,3.93E-05,6.77E-06,3.36E-05,2.91E-05,4.19E-05,6.17E-05,5.74E-06,5.62E-06,1.67E-05
gi|115481730|,"Os10g0370500 Os10g0370500 protein (cDNA clone:J013001E03, full insert sequence) (Cellulase containing protein, expressed) (Putative Glucan 1,3-beta-glucosidase)",2.77E-05,9.46E-06,0.000108569,8.27E-06,0.00011025,6.04E-05,0.000123715,8.73E-05,8.67E-05,8.35E-06,8.57E-06,8.03E-06,8.23E-06,5.63E-05,2.39E-05
gi|115481814|,Os10g0389200 protein,1.80E-05,1.84E-05,1.62E-05,4.82E-05,1.65E-05,0.000150941,6.56E-05,1.89E-05,1.87E-05,0.000308584,0.000116736,0.00020314,1.60E-05,4.70E-05,7.76E-05
gi|115481922|,Os10g0403700 protein,0.000132462,8.62E-05,0.000184929,5.38E-05,0.000187792,0.000101092,0.000336938,0.000164299,0.000213277,3.26E-05,0.00012286,7.33E-05,0.000225075,9.44E-05,3.12E-05
gi|115481984|,"Os10g0411800 protein (40S ribosomal protein S17-4, putative, expressed)",3.18E-05,3.25E-05,0.000545699,0.000142166,0.000554147,8.90E-05,0.000734886,0.000433788,0.000364361,0.000315912,0.000265401,0.000746054,8.49E-05,0.000193758,0.00024686
gi|115482018|,Os10g0415600 protein,0.000276369,0.000332915,0.000260755,0.000225188,0.000152115,0.000211961,0.000261499,0.000212708,0.000505479,0.000127596,0.000210765,0.00019749,0.000245981,0.000229915,0.000238427
gi|115482024|,"Os10g0416100 protein (cDNA clone:J023093F02, full insert sequence) (Chitinase 2, putative, expressed) (Class III chitinase RCB4) (EC 3.2.1.14) (Putative uncharacterized protein)",4.64E-05,4.75E-05,0.000153747,4.15E-05,9.94E-05,1.44E-05,9.41E-05,8.12E-05,4.84E-05,4.19E-05,0.000100455,1.34E-05,6.89E-05,4.04E-05,4.00E-05
gi|115482032|,"GDP-mannose 3,5-epimerase 1 (GDP-Man 3,5-epimerase 1) (EC 5.1.3.18) (OsGME-1)",0.000207105,0.000236742,0.000341162,0.000207004,0.000391146,0.000352273,0.00048908,0.000370794,0.000368076,0.000429179,0.000598876,0.000370573,0.000552997,0.000498494,0.000409895
gi|115482036|,Probable histone H2A variant 2,3.57E-05,3.65E-05,0.00016131,0.000479079,0.000687989,0.001365818,4.34E-05,3.75E-05,3.72E-05,0.0004839,0.000695618,0.000900109,3.18E-05,3.11E-05,3.08E-05
gi|115482132|,Os10g0430200 Os10g0430200 protein (Fragment),0.000317794,0.000228726,0.000180754,9.47E-05,3.24E-05,5.49E-05,0.000157507,0.000259414,0.000453713,3.19E-05,1.09E-05,1.02E-05,1.05E-05,3.07E-05,5.08E-05
gi|115482158|,Os10g0436800 Os10g0436800 protein,5.28E-06,1.62E-05,2.39E-05,1.42E-05,2.42E-05,4.93E-06,1.93E-05,8.32E-05,4.95E-05,4.77E-06,2.45E-05,1.38E-05,4.70E-06,4.60E-06,4.56E-06
gi|115482170|,"Soluble starch synthase 2-1, chloroplastic/amyloplastic (EC 2.4.1.21) (Soluble starch synthase II-1)",0.000106412,7.04E-05,0.000163982,3.92E-05,0.000120584,9.93E-05,7.61E-06,6.57E-06,4.56E-05,5.65E-06,5.81E-06,5.44E-06,5.57E-06,5.45E-06,5.40E-06
gi|115482210|,Os10g0442600 Os10g0442600 protein (Fragment),0.000620188,0.000634313,0.000311249,2.05E-05,2.11E-05,0.000321386,0.000307381,0.000506258,0.000454685,2.07E-05,2.13E-05,2.00E-05,2.04E-05,2.00E-05,5.94E-05
gi|115482238|,"Os10g0445600 protein (cDNA clone:J013161G16, full insert sequence) (Expressed protein) (Putative uncharacterized protein)",0.00063785,0.000383142,0.00053962,0.000443667,0.000696577,0.000387203,0.00028329,0.00045692,0.0002848,0.000813955,0.000460144,0.000571948,0.000549691,0.000872638,0.000707504
gi|115482342|,"Os10g0457600 Os10g0457600 protein (cDNA clone:J023121H13, full insert sequence) (3-ketoacyl-CoA thiolase 2, peroxisomal, putative, expressed) (Putative thiolase) (Putative uncharacterized protein)",3.26E-05,7.78E-05,8.83E-05,8.74E-05,9.96E-06,1.01E-05,0.000145366,3.42E-05,7.92E-05,0.000107937,1.01E-05,9.44E-06,9.67E-06,2.84E-05,2.81E-05
gi|115482366|,"Os10g0461100 protein (PsbP family protein, expressed)",8.76E-06,8.96E-06,5.54E-05,0.000101881,0.000217051,8.17E-06,9.59E-05,0.000119565,0.000191728,7.92E-06,0.000300739,0.000464583,0.000116996,0.000160217,0.000143644
gi|115482382|,Os10g0462900 protein (Mitochondrial chaperonin-60),0.001071992,0.001043779,0.000441585,0.000253092,0.000401219,0.000519962,0.000302555,0.000441033,0.000652233,0.000178173,0.000182949,0.000290677,3.82E-05,2.24E-05,2.22E-05
gi|115482392|,"Os10g0463800 Os10g0463800 protein (cDNA clone:J033091E11, full insert sequence) (Uncharacterized conserved protein, putative, expressed)",3.92E-05,9.36E-05,1.18E-05,1.17E-05,8.39E-05,1.22E-05,0.000111285,6.86E-05,9.53E-05,8.26E-05,0.000109087,1.14E-05,3.49E-05,7.96E-05,1.13E-05
gi|115482412|,"Os10g0465800 protein (60S ribosomal protein L21) (60S ribosomal protein L21, putative, expressed)",2.79E-05,2.85E-05,2.52E-05,0.000224424,0.000179049,0.000234079,3.39E-05,2.93E-05,2.90E-05,2.52E-05,0.000232758,2.42E-05,2.48E-05,2.43E-05,0.000216497
gi|115482468|,Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate lyase) (Cyanate hydrolase),2.80E-05,2.87E-05,2.53E-05,0.000225631,7.71E-05,0.000130743,3.41E-05,2.94E-05,2.92E-05,7.60E-05,0.000130005,0.000121817,0.000174655,0.000170841,2.42E-05
gi|115482534|,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (PP37)",0.00274662,0.00271904,0.001658536,0.003901185,0.003328002,0.003246996,0.002019111,0.001741922,0.002127011,0.002534093,0.00262926,0.00256577,0.004483962,0.004053565,0.003433937
gi|115482666|,"Os10g0491000 protein (cDNA clone:001-030-F02, full insert sequence) (cDNA clone:J023122C23, full insert sequence) (Putative basic secretory protein) (Putative uncharacterized protein) (Secretory protein, putative, expressed)",2.11E-05,2.16E-05,0.000133489,1.89E-05,0.000290475,0.000728562,0.000385216,0.00108562,0.000373883,0.001773387,0.00084193,0.000898978,0.000394565,0.000569733,1.82E-05
gi|115482672|,Os10g0492000 protein (Fragment),0.001023342,0.000807415,0.001118132,0.001385836,0.001010275,0.00079091,0.000984089,0.000787618,0.001086459,0.000501809,0.000461021,0.000398102,0.001240448,0.001484877,0.001269622
gi|115482676|,Os10g0492300 protein,0.0047721,0.00374464,0.004249457,0.003517548,0.002838702,0.003542002,0.005005631,0.003652238,0.004074221,0.002774783,0.002071157,0.002255941,0.004328084,0.004016454,0.003393306
gi|115482692|,Alpha-galactosidase (EC 3.2.1.22) (Alpha-D-galactoside galactohydrolase) (Melibiase),0.000127175,3.55E-05,9.40E-05,1.03E-05,9.55E-05,0.000140194,0.000239102,0.000109205,0.000132495,5.22E-05,9.65E-05,9.04E-05,0.000113191,5.03E-05,9.97E-06
gi|115482714|,"Os10g0495300 protein (Hydroxyproline-rich glycoprotein family protein, putative, expressed) (Putative signal tranduction protein)",5.37E-06,1.65E-05,2.43E-05,1.44E-05,4.93E-06,3.51E-05,5.88E-05,3.95E-05,6.15E-05,3.40E-05,3.49E-05,3.27E-05,2.39E-05,2.34E-05,4.63E-06
gi|115482724|,"Os10g0496900 protein (cDNA clone:J013134C06, full insert sequence) (Protochlorophyllide reductase B, chloroplast, putative, expressed)",0.000614409,0.000730305,0.000465024,4.46E-05,7.62E-05,1.55E-05,0.000141409,0.00054027,0.000467108,0.000104999,0.00032344,0.000331931,7.39E-05,0.000101199,0.000128933
gi|115482746|,"Os10g0498200 Os10g0498200 protein (cDNA clone:001-022-C08, full insert sequence) (cDNA clone:006-201-H06, full insert sequence) (cDNA clone:J013134D09, full insert sequence) (Epoxide hydrolase, putative, expressed) (Putative epoxide hydrolase)",1.45E-05,1.49E-05,1.31E-05,1.30E-05,1.33E-05,4.06E-05,0.000123684,4.57E-05,7.57E-05,1.31E-05,1.35E-05,1.26E-05,1.29E-05,3.79E-05,6.27E-05
gi|115482792|,"Os10g0502000 protein (cDNA clone:J013103I15, full insert sequence) (Putative uncharacterized protein) (Putative uncharacterized protein OSJNBa0078O01.30) (Thylakoid lumenal 17.4 kDa protein, chloroplast, putative, expressed)",2.13E-05,2.18E-05,0.000749794,0.000209361,0.000331893,0.000297774,0.000129454,2.23E-05,2.22E-05,0.000326814,0.000454011,0.000573384,0.000284133,0.000203813,0.000275408
gi|115482798|,"Os10g0502500 protein (cDNA clone:001-040-C02, full insert sequence) (cDNA clone:006-311-D12, full insert sequence) (cDNA clone:J013001F13, full insert sequence) (Cytochrome b5-like Heme/Steroid binding domain containing protein, expressed) (Putative steroid membrane binding protein)",0.000169413,5.78E-05,5.10E-05,5.05E-05,1.73E-05,8.78E-05,0.000160298,5.93E-05,9.81E-05,5.10E-05,8.73E-05,4.91E-05,1.68E-05,1.64E-05,1.62E-05
gi|115482800|,"Os10g0502600 protein (cDNA clone:001-202-F02, full insert sequence) (cDNA clone:J023019P08, full insert sequence) (Membrane steroid binding protein 1, putative, expressed) (Putative steroid membrane binding protein)",0.000105979,0.00015175,9.57E-05,1.90E-05,1.94E-05,1.98E-05,0.00028364,0.000111228,6.62E-05,0.000134023,9.83E-05,9.21E-05,5.66E-05,0.000129172,5.49E-05
gi|115482810|,Malic enzyme,8.41E-05,0.000132932,7.60E-05,2.05E-05,2.10E-05,9.27E-05,0.000139514,0.000312938,0.00016727,2.07E-05,3.55E-05,5.98E-05,4.76E-05,4.66E-05,8.57E-05
gi|115482816|,Os10g0503800 Os10g0503800 protein (Fragment),3.14E-05,0.000417639,0.000198625,2.81E-05,2.88E-05,2.93E-05,0.00034391,0.000164832,0.000229073,2.84E-05,8.74E-05,2.73E-05,2.80E-05,2.73E-05,2.71E-05
gi|115482872|,Os10g0509200 protein,0.000283198,0.000187419,1.50E-05,0.000134081,0.000106972,1.55E-05,2.03E-05,1.75E-05,8.68E-05,0.000105335,4.64E-05,0.000101345,1.48E-05,1.45E-05,1.44E-05
gi|115482934|,"Glycine cleavage system H protein, mitochondrial",3.00E-05,3.06E-05,0.00224684,0.001688339,0.00239158,0.002655438,0.000401008,0.000471759,0.000655622,0.002030157,0.001417508,0.001901182,0.002693818,0.002113207,0.00271451
gi|115482950|,"Os10g0517400 protein (cDNA clone:J013161O11, full insert sequence) (Aldo/keto reductase family protein, putative, expressed) (Putative uncharacterized protein)",0.000291791,0.000272485,0.000103144,0.00010211,5.82E-05,3.55E-05,4.63E-05,1.33E-05,1.32E-05,8.02E-05,0.000223571,0.000231541,0.000101624,3.31E-05,9.85E-05
gi|115483048|,"Os10g0527100 protein (cDNA clone:J023074F07, full insert sequence) (cDNA, clone: J090053L15, full insert sequence) (ATPase a subunit) (Chloroplast ATP synthase a chain, putative, expressed)",0.000859479,0.00060557,0.000534863,0.000392856,0.00096364,0.000623544,0.000580881,0.000420955,0.001094418,0.000707357,0.000549166,0.000282187,0.000628978,0.000848035,0.000939212
gi|115483066|,"Os10g0529300 protein (cDNA clone:001-208-G09, full insert sequence) (cDNA clone:006-201-A11, full insert sequence) (cDNA clone:006-207-H12, full insert sequence) (Glutathione S-transferase GSTU6, putative, expressed) (Putative glutathione S-transferase) (Putative glutathione S-transferase OsGSTU18)",0.000216437,0.000181118,0.000266617,8.80E-05,0.000162447,9.18E-05,0.000167557,0.00035106,2.05E-05,1.78E-05,1.82E-05,0.000153903,1.75E-05,1.71E-05,8.49E-05
gi|115483086|,"Os10g0530400 protein (cDNA clone:001-205-A09, full insert sequence) (cDNA clone:006-305-F07, full insert sequence) (cDNA clone:J013101K13, full insert sequence) (Glutathione S-transferase GSTU6, putative, expressed) (Putative glutathione S-transferase) (Putative uncharacterized protein)",0.000791255,0.000809276,0.000421539,0.000526179,0.000428065,0.000624515,0.001801772,0.00155442,0.001289377,0.00016494,0.000319905,0.00033502,0.000343097,0.000300277,0.000227542
gi|115483088|,"Os10g0530500 protein (Glutathione S-transferase GSTU6, putative, expressed) (Putative glutathione S-transferase) (Putative glutathione S-transferase OsGSTU13)",0.00141437,0.001532946,0.000400466,0.000622996,0.000871426,0.000649799,0.000744751,0.000686821,0.000813745,0.000591129,0.000763611,0.00067882,0.00031941,0.000275677,0.00049172
gi|115483172|,Histone H4,4.57E-05,4.68E-05,0.000867676,0.003067785,0.002475495,0.001834533,0.000278212,0.000240018,4.77E-05,0.002354982,0.001060571,0.001232273,0.001099145,0.001791901,0.00122323
gi|115483178|,"Os10g0539900 protein (Hexose transporter, putative, expressed) (Putative uncharacterized protein)",3.31E-05,2.03E-05,1.79E-05,7.69E-05,7.89E-05,0.000104926,8.05E-06,2.08E-05,7.58E-05,1.79E-05,4.30E-05,5.75E-06,0.000111898,9.79E-05,9.70E-05
gi|115483206|,"Os10g0542900 Os10g0542900 protein (cDNA clone:J023042L15, full insert sequence) (Acidic 27 kDa endochitinase, putative, expressed) (Putative uncharacterized protein)",1.90E-05,1.94E-05,1.71E-05,1.70E-05,1.74E-05,1.77E-05,0.000115331,0.000298495,9.88E-05,8.56E-05,1.76E-05,0.000181263,0.00011813,1.65E-05,1.64E-05
gi|115483208|,Os10g0543400 protein (Chitinase class I family protein) (Putative uncharacterized protein),1.62E-05,1.66E-05,1.47E-05,4.36E-05,4.47E-05,4.55E-05,1.98E-05,1.70E-05,1.69E-05,1.47E-05,1.51E-05,1.41E-05,0.000101202,4.24E-05,7.01E-05
gi|115483212|,"Os10g0543800 protein (Glutathione S-transferase) (Glutathione S-transferase, C-terminal domain containing protein, expressed)",0.000795669,0.000675273,0.000810529,0.001983303,0.000667779,0.001436986,0.001173908,0.000835075,0.000476208,0.001452749,0.002590824,0.002221653,0.001250615,0.001606505,0.001767201
